NC_059442.1	10956623	10959189	LOC123741482	NC_059442.1	10956623	10961623	AX-87115081
NC_059442.1	11386953	11391953	LOC106612640	NC_059442.1	11386953	11391953	AX-87268415
NC_059442.1	11424547	11429547	LOC106612640	NC_059442.1	11424547	11429547	AX-86974218
NC_059442.1	11455933	11457040	LOC106612640	NC_059442.1	11455933	11460933	AX-87729289
NC_059442.1	11400582	11405582	LOC106612640	NC_059442.1	11400582	11405582	AX-86972132
NC_059442.1	11401284	11406284	LOC106612640	NC_059442.1	11401284	11406284	AX-87720258
NC_059442.1	11401486	11406486	LOC106612640	NC_059442.1	11401486	11406486	AX-86983407
NC_059442.1	11636543	11639117	LOC106594724	NC_059442.1	11634117	11639117	AX-86904256
NC_059442.1	11684790	11687841	LOC106609486	NC_059442.1	11684790	11689790	AX-87263247
NC_059442.1	11928430	11933430	LOC106560907	NC_059442.1	11928430	11933430	AX-87811604
NC_059442.1	123454022	123459022	LOC106561224	NC_059442.1	123454022	123459022	AX-87449330
NC_059442.1	123519480	123524480	LOC106561224	NC_059442.1	123519480	123524480	AX-87164049
NC_059442.1	123554381	123555698	LOC106561224	NC_059442.1	123554381	123559381	AX-87185189
NC_059442.1	125955358	125960358	LOC106561653	NC_059442.1	125955358	125960358	AX-87151131
NC_059442.1	130013327	130016222	LOC106562610	NC_059442.1	130013327	130018327	AX-87473599
NC_059442.1	130016263	130018327	LOC106562623	NC_059442.1	130013327	130018327	AX-87473599
NC_059442.1	130018979	130020795	LOC106562623	NC_059442.1	130018979	130023979	AX-87780881
NC_059442.1	130020076	130020795	LOC106562623	NC_059442.1	130020076	130025076	AX-87047253
NC_059442.1	130021276	130023979	LOC106562596	NC_059442.1	130018979	130023979	AX-87780881
NC_059442.1	130021276	130025076	LOC106562596	NC_059442.1	130020076	130025076	AX-87047253
NC_059442.1	130022080	130027080	LOC106562596	NC_059442.1	130022080	130027080	AX-87226742
NC_059442.1	130022641	130027641	LOC106562596	NC_059442.1	130022641	130027641	AX-87227039
NC_059442.1	130109030	130114030	LOC106561151	NC_059442.1	130109030	130114030	AX-87466298
NC_059442.1	130114607	130119607	LOC106561151	NC_059442.1	130114607	130119607	AX-87398602
NC_059442.1	130155728	130160728	LOC106561151	NC_059442.1	130155728	130160728	AX-87194851
NC_059442.1	130163076	130168076	LOC106561151	NC_059442.1	130163076	130168076	AX-87322441
NC_059442.1	130120551	130125551	LOC106561151	NC_059442.1	130120551	130125551	AX-87174855
NC_059442.1	130115497	130119607	LOC106562653	NC_059442.1	130114607	130119607	AX-87398602
NC_059442.1	130264263	130269263	LOC106562702	NC_059442.1	130264263	130269263	AX-86928155
NC_059442.1	13066862	13070740	LOC106562880	NC_059442.1	13066862	13071862	AX-87257660
NC_059442.1	13067589	13070740	LOC106562880	NC_059442.1	13067589	13072589	AX-86906997
NC_059442.1	130312605	130317605	pi4kaa	NC_059442.1	130312605	130317605	AX-87612985
NC_059442.1	131101506	131106506	LOC106563547	NC_059442.1	131101506	131106506	AX-87807257
NC_059442.1	132283218	132288218	LOC106563985	NC_059442.1	132283218	132288218	AX-87147789
NC_059442.1	13285804	13287051	LOC106562977	NC_059442.1	13282051	13287051	AX-87285419
NC_059442.1	13293203	13295369	LOC106562977	NC_059442.1	13293203	13298203	AX-87281642
NC_059442.1	13286793	13291793	LOC106562977	NC_059442.1	13286793	13291793	AX-87135856
NC_059442.1	13295705	13298203	rpl13a	NC_059442.1	13293203	13298203	AX-87281642
NC_059442.1	13296320	13300433	rpl13a	NC_059442.1	13296320	13301320	AX-87053285
NC_059442.1	13297566	13300433	rpl13a	NC_059442.1	13297566	13302566	AX-87797952
NC_059442.1	13296079	13296160	LOC123726809	NC_059442.1	13293203	13298203	AX-87281642
NC_059442.1	13297915	13297986	LOC123726819	NC_059442.1	13293203	13298203	AX-87281642
NC_059442.1	13297915	13297986	LOC123726819	NC_059442.1	13296320	13301320	AX-87053285
NC_059442.1	13297915	13297986	LOC123726819	NC_059442.1	13297566	13302566	AX-87797952
NC_059442.1	13298391	13298472	LOC123726808	NC_059442.1	13296320	13301320	AX-87053285
NC_059442.1	13298391	13298472	LOC123726808	NC_059442.1	13297566	13302566	AX-87797952
NC_059442.1	13301484	13302566	atp5if1b	NC_059442.1	13297566	13302566	AX-87797952
NC_059442.1	133100231	133105231	LOC106564152	NC_059442.1	133100231	133105231	AX-87703331
NC_059442.1	133896823	133899711	LOC106564357	NC_059442.1	133896823	133901823	AX-87197625
NC_059442.1	134798477	134803477	LOC106564765	NC_059442.1	134798477	134803477	AX-87837975
NC_059442.1	134800880	134805880	LOC106564765	NC_059442.1	134800880	134805880	AX-87830010
NC_059442.1	134874194	134879194	LOC106564772	NC_059442.1	134874194	134879194	AX-87830634
NC_059442.1	135198276	135202095	LOC106564898	NC_059442.1	135198276	135203276	AX-87329944
NC_059442.1	135202675	135203777	LOC106564906	NC_059442.1	135202675	135207675	AX-87807744
NC_059442.1	135202197	135203276	LOC106564906	NC_059442.1	135198276	135203276	AX-87329944
NC_059442.1	135203735	135207675	LOC106564891	NC_059442.1	135202675	135207675	AX-87807744
NC_059442.1	135335476	135340476	LOC106564999	NC_059442.1	135335476	135340476	AX-87103011
NC_059442.1	135439964	135444964	rab36	NC_059442.1	135439964	135444964	AX-87245335
NC_059442.1	135427186	135432186	rab36	NC_059442.1	135427186	135432186	AX-87769004
NC_059442.1	135609301	135614301	atp8b5b	NC_059442.1	135609301	135614301	AX-87739946
NC_059442.1	135634745	135639745	LOC106565090	NC_059442.1	135634745	135639745	AX-87300864
NC_059442.1	135653760	135658760	LOC106565090	NC_059442.1	135653760	135658760	AX-87263186
NC_059442.1	135642954	135647954	LOC106565090	NC_059442.1	135642954	135647954	AX-87609365
NC_059442.1	135703466	135708466	LOC123725363	NC_059442.1	135703466	135708466	AX-87585064
NC_059442.1	135727850	135730891	LOC123725363	NC_059442.1	135727850	135732850	AX-87006711
NC_059442.1	135727938	135730891	LOC123725363	NC_059442.1	135727938	135732938	AX-87589596
NC_059442.1	135728011	135730891	LOC123725363	NC_059442.1	135728011	135733011	AX-87253445
NC_059442.1	135692026	135697026	LOC123725363	NC_059442.1	135692026	135697026	AX-87714819
NC_059442.1	135732586	135732850	stml2	NC_059442.1	135727850	135732850	AX-87006711
NC_059442.1	135732586	135732938	stml2	NC_059442.1	135727938	135732938	AX-87589596
NC_059442.1	135732586	135733011	stml2	NC_059442.1	135728011	135733011	AX-87253445
NC_059442.1	135747863	135748198	stml2	NC_059442.1	135747863	135752863	AX-87182321
NC_059442.1	135749739	135752863	pigo	NC_059442.1	135747863	135752863	AX-87182321
NC_059442.1	135771289	135772632	LOC106565855	NC_059442.1	135768137	135773137	AX-87139410
NC_059442.1	135771289	135772632	LOC106565855	NC_059442.1	135768293	135773293	AX-86964234
NC_059442.1	135834804	135837557	LOC106565165	NC_059442.1	135834804	135839804	AX-87231111
NC_059442.1	135857831	135861096	prkab1a	NC_059442.1	135857831	135862831	AX-87216252
NC_059442.1	135859242	135861096	prkab1a	NC_059442.1	135859242	135864242	AX-87448464
NC_059442.1	135871205	135874821	LOC106565196	NC_059442.1	135870497	135875497	AX-87290858
NC_059442.1	135871205	135874821	LOC106565196	NC_059442.1	135871005	135876005	AX-87872531
NC_059442.1	136036527	136038676	LOC106565209	NC_059442.1	136033676	136038676	AX-87282454
NC_059442.1	136819387	136823242	LOC100194666	NC_059442.1	136819387	136824387	AX-87643573
NC_059442.1	136837299	136837974	LOC106565238	NC_059442.1	136832974	136837974	AX-87598448
NC_059442.1	136837299	136838090	LOC106565238	NC_059442.1	136833090	136838090	AX-87809485
NC_059442.1	136856946	136861946	LOC106565238	NC_059442.1	136856946	136861946	AX-87715971
NC_059442.1	136837299	136839759	LOC106565238	NC_059442.1	136834759	136839759	AX-87693378
NC_059442.1	136837299	136840471	LOC106565238	NC_059442.1	136835471	136840471	AX-87796506
NC_059442.1	136837299	136840741	LOC106565238	NC_059442.1	136835741	136840741	AX-87526641
NC_059442.1	136837299	136841153	LOC106565238	NC_059442.1	136836153	136841153	AX-87814751
NC_059442.1	136873193	136874883	adra1ab	NC_059442.1	136869883	136874883	AX-86974357
NC_059442.1	136873193	136875214	adra1ab	NC_059442.1	136870214	136875214	AX-86958882
NC_059442.1	136912248	136917248	igsf9a	NC_059442.1	136912248	136917248	AX-87013420
NC_059442.1	136932199	136937199	igsf9a	NC_059442.1	136932199	136937199	AX-87564842
NC_059442.1	136934833	136938839	igsf9a	NC_059442.1	136934833	136939833	AX-87750889
NC_059442.1	137129994	137134994	LOC106565278	NC_059442.1	137129994	137134994	AX-87596161
NC_059442.1	137187559	137192559	si:ch211-127i16.2	NC_059442.1	137187559	137192559	AX-87373457
NC_059442.1	137213500	137218500	si:ch211-127i16.2	NC_059442.1	137213500	137218500	AX-86952001
NC_059442.1	137329047	137334047	LOC106565324	NC_059442.1	137329047	137334047	AX-87687946
NC_059442.1	137329479	137334479	LOC106565324	NC_059442.1	137329479	137334479	AX-87663361
NC_059442.1	138590389	138595389	LOC106565572	NC_059442.1	138590389	138595389	AX-87252905
NC_059442.1	138829086	138832016	prrc2b	NC_059442.1	138829086	138834086	AX-87521186
NC_059442.1	138943163	138948163	nup214	NC_059442.1	138943163	138948163	AX-87185999
NC_059442.1	138958896	138963896	nup214	NC_059442.1	138958896	138963896	AX-86904710
NC_059442.1	138933019	138938019	nup214	NC_059442.1	138933019	138938019	AX-87569012
NC_059442.1	138995214	138998487	LOC106565718	NC_059442.1	138993487	138998487	AX-87651506
NC_059442.1	139258191	139263191	LOC106565750	NC_059442.1	139258191	139263191	AX-87733949
NC_059442.1	139264231	139269231	LOC106565750	NC_059442.1	139264231	139269231	AX-87637697
NC_059442.1	139264270	139269270	LOC106565750	NC_059442.1	139264270	139269270	AX-86941129
NC_059442.1	140150608	140155608	LOC106565898	NC_059442.1	140150608	140155608	AX-86906391
NC_059442.1	140151540	140156540	LOC106565898	NC_059442.1	140151540	140156540	AX-87228986
NC_059442.1	140158122	140163122	LOC106565898	NC_059442.1	140158122	140163122	AX-87863541
NC_059442.1	140170771	140175771	LOC106565898	NC_059442.1	140170771	140175771	AX-87749551
NC_059442.1	140181845	140186845	LOC106565898	NC_059442.1	140181845	140186845	AX-87469838
NC_059442.1	140183109	140188109	LOC106565898	NC_059442.1	140183109	140188109	AX-87341331
NC_059442.1	140186465	140190804	LOC106565898	NC_059442.1	140186465	140191465	AX-86966411
NC_059442.1	140187342	140190804	LOC106565898	NC_059442.1	140187342	140192342	AX-87127700
NC_059442.1	140188391	140190804	LOC106565898	NC_059442.1	140188391	140193391	AX-87211130
NC_059442.1	140144170	140149170	LOC106565898	NC_059442.1	140144170	140149170	AX-87406533
NC_059442.1	140177209	140182209	LOC106565898	NC_059442.1	140177209	140182209	AX-87413306
NC_059442.1	140177725	140182725	LOC106565898	NC_059442.1	140177725	140182725	AX-87087601
NC_059442.1	140467685	140472685	LOC106565912	NC_059442.1	140467685	140472685	AX-87024732
NC_059442.1	140456909	140461909	LOC106565912	NC_059442.1	140456909	140461909	AX-87581758
NC_059442.1	146607856	146612856	LOC106567450	NC_059442.1	146607856	146612856	AX-87593197
NC_059442.1	146614528	146619528	LOC106567450	NC_059442.1	146614528	146619528	AX-87101231
NC_059442.1	146633406	146638406	LOC106567450	NC_059442.1	146633406	146638406	AX-87605642
NC_059442.1	155289279	155294279	LOC106569536	NC_059442.1	155289279	155294279	AX-87649742
NC_059442.1	155337902	155342902	LOC106569531	NC_059442.1	155337902	155342902	AX-87407161
NC_059442.1	155340159	155345159	LOC106569531	NC_059442.1	155340159	155345159	AX-87449497
NC_059442.1	155422891	155427891	LOC106569503	NC_059442.1	155422891	155427891	AX-87717948
NC_059442.1	155437492	155442492	LOC106569503	NC_059442.1	155437492	155442492	AX-87359362
NC_059442.1	155867092	155872092	LOC106569472	NC_059442.1	155867092	155872092	AX-87773994
NC_059442.1	155963327	155965160	LOC106569430	NC_059442.1	155963327	155968327	AX-87403355
NC_059442.1	155966027	155968327	LOC106569424	NC_059442.1	155963327	155968327	AX-87403355
NC_059442.1	155966027	155970412	LOC106569424	NC_059442.1	155965412	155970412	AX-87455219
NC_059442.1	155966064	155971064	LOC106569424	NC_059442.1	155966064	155971064	AX-87174906
NC_059442.1	155966775	155971775	LOC106569424	NC_059442.1	155966775	155971775	AX-87058013
NC_059442.1	155971404	155972325	LOC106569424	NC_059442.1	155971404	155976404	AX-87805657
NC_059442.1	155971947	155974636	haus1	NC_059442.1	155971404	155976404	AX-87805657
NC_059442.1	155997110	156000462	cssa01h18orf25	NC_059442.1	155997110	156002110	AX-87392836
NC_059442.1	155990409	155995409	cssa01h18orf25	NC_059442.1	155990409	155995409	AX-87831911
NC_059442.1	156005123	156006462	LOC106569393	NC_059442.1	156001462	156006462	AX-86954872
NC_059442.1	156005123	156007538	LOC106569393	NC_059442.1	156002538	156007538	AX-87052174
NC_059442.1	156059117	156064117	LOC106569158	NC_059442.1	156059117	156064117	AX-87789497
NC_059442.1	156060427	156065427	LOC106569158	NC_059442.1	156060427	156065427	AX-87038695
NC_059442.1	163417471	163422471	nrg1	NC_059442.1	163417471	163422471	AX-87398649
NC_059442.1	163434800	163439800	nrg1	NC_059442.1	163434800	163439800	AX-87071511
NC_059442.1	164722949	164724732	pam	NC_059442.1	164719732	164724732	AX-87623441
NC_059442.1	165168765	165173765	syk	NC_059442.1	165168765	165173765	AX-87549834
NC_059442.1	165195123	165199624	syk	NC_059442.1	165195123	165200123	AX-87187831
NC_059442.1	165275203	165280203	auh	NC_059442.1	165275203	165280203	AX-87418140
NC_059442.1	165311012	165313509	auh	NC_059442.1	165311012	165316012	AX-87597059
NC_059442.1	165320387	165321791	nfil3	NC_059442.1	165320387	165325387	AX-86910688
NC_059442.1	165320937	165321791	nfil3	NC_059442.1	165320937	165325937	AX-86952646
NC_059442.1	165332463	165337463	ror2	NC_059442.1	165332463	165337463	AX-87296915
NC_059442.1	165336739	165341739	ror2	NC_059442.1	165336739	165341739	AX-87851787
NC_059442.1	165347610	165352610	ror2	NC_059442.1	165347610	165352610	AX-87237935
NC_059442.1	165348412	165353412	ror2	NC_059442.1	165348412	165353412	AX-87703011
NC_059442.1	165418242	165423242	ror2	NC_059442.1	165418242	165423242	AX-87301286
NC_059442.1	165418312	165423312	ror2	NC_059442.1	165418312	165423312	AX-87556955
NC_059442.1	165429334	165434334	ror2	NC_059442.1	165429334	165434334	AX-87617085
NC_059442.1	165430330	165435330	ror2	NC_059442.1	165430330	165435330	AX-87693252
NC_059442.1	165431888	165436888	ror2	NC_059442.1	165431888	165436888	AX-87541514
NC_059442.1	165447223	165452223	ror2	NC_059442.1	165447223	165452223	AX-86987302
NC_059442.1	165447329	165452329	ror2	NC_059442.1	165447329	165452329	AX-87245483
NC_059442.1	165346688	165351688	ror2	NC_059442.1	165346688	165351688	AX-87793407
NC_059442.1	165347126	165352126	ror2	NC_059442.1	165347126	165352126	AX-87263395
